name,address,phone_number,url,emails
Sweet Alchemy Ice Creamery Inc Sweet Alchemy Ice Creamery In,"4301 University Way NE Seattle, WA, 98105-5808 United States",(206) 313-0615,http://www.sweetalchemyicecreamery.com/,"wholesale@sweetalchemyicecreamery.com,catering@sweetalchemyicecreamery.com"
Tavolata LLC,"2622 NW Market St Ste A Seattle, WA, 98107-4106 United States",(206) 838-8008,http://www.ethanstowellrestaurants.com/,"cafe@cortinaseattle.com,info@ethanstowellrestuarants.com,hello@southcotedigital.com,240-8231sennen@esrseattle.com,info@ethanstowellrestaurants.com,rewardsclub@esrhospitality.com,422-3176hello@southcotedigital.com,sennen@esrseattle.com,events@esrhospitality.com,sennen@ethanstowellrestaurants.com,events@ethanstowellrestaurants.com"
U Don Fresh Japanese Noodle Station,"4515 University Way NE Seattle, WA, 98105-4510 United States",(206) 453-3788,http://www.freshudon.com/,
Notable Restaurant Group LLC,"240 2ND Ave S Ste 1 Seattle, WA, 98104-2791 United States",(206) 913-7944,,
The Optimum Group Inc,"18411 Aurora Ave N Seattle, WA, 98133-4415 United States",(206) 546-2900,http://www.ilovespiros.com/,
Alki Beach Restaurant (cafe) LLC,"2726 Alki Ave SW Seattle, WA, 98116-2814 United States",(206) 935-0616,http://www.alkicafe.com/,
Frankfurter U S A Inc,"1505 S 93RD St Seattle, WA, 98108-5114 United States See other locations",(206) 763-9669,http://www.thefrankfurter.com/,
Molly Moon's Homemade Ice Cream,"1622 N 45TH St Seattle, WA, 98103-6702 United States See other locations",(206) 547-5105,http://www.mollymoon.com/,hello@mollymoon.com
World Trade Center Inc,"2200 Alaskan Way Ste 410 Seattle, WA, 98121-1684 United States",(206) 441-5144,http://www.wtcseattle.com/,concierge@wtcseattle.com
Viva Mexico,"10601 16TH Ave SW Seattle, WA, 98146-2077 United States See other locations",(206) 431-0830,http://www.vivamexicorestaurant.com/,
Pike Place Chowder Co.,"1530 Post Aly Ste 11 Seattle, WA, 98101-1566 United States",(206) 267-2537,http://www.pikeplacechowder.com/,"info@pikeplacechowder.com,jobs@pikeplacechowder.com,username@example.com,shipping@pikeplacechowder.com"
Oasis Tea Zone Inc,"519 6TH Ave S Ste 120 Seattle, WA, 98104-2878 United States",(206) 447-8098,http://www.oasisteazone.com/,
Athenian Seafood Rstrnt. & Bar,"1517 Pike Pl Seattle, WA, 98101-1526 United States",(206) 624-7166,http://www.athenianseattle.com/,
"Guillermo, Inc","14356 Aurora Ave N Seattle, WA, 98133-6917 United States",(206) 362-7527,,
"Skillet Diner, LLC","1400 E Union St Seattle, WA, 98122-4150 United States",(206) 512-2001,http://www.skilletfood.com/,
Seattle International Market & Meat Inc,"4537 University Way NE Seattle, WA, 98105-4510 United States",(206) 330-9221,,
Buffalo Wild Wings,"1624 4TH Ave Seattle, WA, 98101-1799 United States",(206) 467-2743,http://www.buffalowildwings.com/,
Gallianos Cucina Inc,"16435 Military Rd S Seattle, WA, 98188-3055 United States",(206) 243-7806,http://www.gallianoscucina.com/,info@gallianoscucina.com
"Le Brothers, LLC","625 S King St Seattle, WA, 98104-2912 United States",(206) 799-9560,,
Vita Caffe' Inc,"1005 E Pike St Seattle, WA, 98122-3818 United States",(206) 709-4440,,
"Cherry Street Coffee House, LLC","103 Cherry St Seattle, WA, 98104-2205 United States See other locations",(206) 295-6626,http://www.cherryst.com/,
The Veggie Grill Inc,"1427 4TH Ave Seattle, WA, 98101-2215 United States See other locations",(206) 624-1332,http://www.veggiegrill.com/,
"Delighted Guests, Inc.","5703 S Fletcher St Seattle, WA, 98118-6008 United States",(206) 722-7240,,
Amante Pizza and Pasta,"2357 10TH Ave E Seattle, WA, 98102-4009 United States See other locations",(206) 861-1777,http://www.amantepizzaandpasta.com/,
"99 Park Group, LLC","2120 6TH Ave Seattle, WA, 98121-2513 United States",(206) 829-8700,http://www.2120restaurant.com/,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,info@2120restaurant.com"
Ezell's Chicken,"5703 S Fletcher St Seattle, WA, 98118-6008 United States See other locations",(206) 772-1925,http://www.ezellschicken.com/,Rubb@ezellschicken.com
Harissa Mediterranean Cuisine,"2255 NE 65TH St Seattle, WA, 98115-7066 United States",(206) 261-2285,http://www.harissaofseattle.com/,
Elm Coffee,"240 2ND Ave S Ste 103 Seattle, WA, 98104-2250 United States",(206) 446-1140,http://www.elmcoffeeroasters.com/,online@elmcoffeeroasters.com
The Derschang Group LLC,"1415 10TH Ave Ste 4 Seattle, WA, 98122-3864 United States",(206) 568-3121,http://www.thederschanggroup.com/,"jobs@thederschanggroup.com,marketing@thederschanggroup.com,adam@thederschanggroup.com,info@thederschanggroup.com"
Coastal Limited Partnership,"429 15TH Ave E Seattle, WA, 98112-4504 United States",(206) 322-1145,http://www.coastalkitchenseattle.com/,
Wwd3 LLC,"5214 Ballard Ave NW Seattle, WA, 98107-4860 United States",(206) 695-2051,http://www.stoneburnerseattle.com/,"events@stoneburnerseattle.com,info@stoneburnerseattle.com"
"Cheezburger, Inc.","146 N Canal St Ste 210 Seattle, WA, 98103-8652 United States",(206) 569-5392,http://www.cheezburger.com/,contactus@cheezburger.com
Eggs Cetera Too Inc,"4512 Stone Way N Seattle, WA, 98103-6600 United States",(206) 548-0345,,
Central Associates Inc.,"207 1ST Ave S Ste 1 Seattle, WA, 98104-3461 United States",(406) 253-4084,http://www.centralsaloon.com/,
Racha Queen Anne LLC,"12 Mercer St Seattle, WA, 98109-4006 United States",(206) 281-8883,,
VT 2 LLC,"912 12TH Ave Seattle, WA, 98122-4412 United States",(206) 325-5409,http://www.rheinhausseattle.com/,"info@rhseattle.com,jobs@rhseattle.com,molly@therheinhaus.com,lostandfound@rhseattle.com,comments@rhseattle.com,erica@wei-mac.com"
The Australian Pie Company,"425 SW 152ND St Seattle, WA, 98166-2208 United States",(206) 243-4138,http://www.australianpieco.com/,"AUSTRALIANPIECO@GMAIL.COM,13e49d785d8d4f828038b6136f3b48ba@sentry.io,australianpieco@gmail.com,hi@mystore.com"
"Westlake Sports Grill, LLC","731 Westlake Ave N Seattle, WA, 98109-4322 United States",(206) 223-0300,,
Blue Water Taco Grill,"515 Queen Anne Ave N Seattle, WA, 98109-4521 United States See other locations",(206) 352-2407,http://www.bluewatertacogrill.com/,"catering@bluewatertacogrill.com,info@bluewatertacogrill.com"
Wildwood Market,"9214 45TH Ave SW Seattle, WA, 98136-2633 United States",(206) 257-1196,http://www.wildwoodwestseattle.com/,info@wildwoodwestseattle.com
Luna Park Cafe Inc.,"2918 SW Avalon Way Seattle, WA, 98126-2366 United States",(206) 935-7250,http://www.lunaparkcafe.com/,
Torrefazione Italia LLC,"2401 Utah Ave S Seattle, WA, 98134-1436 United States See other locations",(206) 447-1575,http://www.starbucks.com/,
"Shanghai Garden Restaurant, Inc.","524 6TH Ave S Seattle, WA, 98104-2813 United States See other locations",(206) 625-1689,http://www.theshanghaigarden.com/,info@theshanghaigarden.com
"Dancingguy, LLC","952 E Seneca St Seattle, WA, 98122-4212 United States",(206) 295-7643,,
Burgermaster,"9820 Aurora Ave N Seattle, WA, 98103-3225 United States",(206) 522-2044,http://www.burgermaster.biz/,
Deluxe Tavern & Restaurant 1 Inc,"625 Broadway E Seattle, WA, 98102-5025 United States See other locations",(206) 324-9697,http://www.deluxebarandgrill.com/,
Mr Saigon,"734 12TH Ave Seattle, WA, 98122-4408 United States",(206) 618-7218,http://www.mrsaigonbanhmi.com/,"feedback@mrsaigonbanhmi.com,catering@mrsaigonbanhmi.com,joinus@mrsaigonbanhmi.com"
Bcmc LLC,"513 N 36TH St Ste E Seattle, WA, 98103-8692 United States",(206) 437-8182,,
Tuxedo Tennis Shoes Cater,"4101 Airport Way S Seattle, WA, 98108-5218 United States",(206) 930-8104,http://www.dsquaredcompany.com/,"chrisj@dsquaredcompany.com,mayceeh@dsquaredcompany.com,mikec@dsquaredcompany.com,sarab@dsquaredcompany.com,kevink@dsquaredcompany.com,angela@dsquaredcompany.com,renees@dsquaredcompany.com,josel@dsquaredcompany.com,embodyjoy@gmail.com,rayl@dsquaredcompany.com,info@dsquaredcompany.com,kitchen@dsquaredcompany.com,claren@dsquaredcompany.com,stephaniel@dsquaredcompany.com,larah@dsquaredcompany.com,ryans@dsquaredcompany.com,melissas@dsquaredcompany.com,darrenn@dsquaredcompany.com,staffing@dsquaredcompany.com,kimballg@dsquaredcompany.com,reedh@dsquaredcompany.com,desireej@dsquaredcompany.com,brendanm@dsquaredcompany.com,ivyg@dsquaredcompany.com,carolm@dsquaredcompany.com,kevinl@dsquaredcompany.com,emilys@dsquaredcompany.com,pastrychef@dsquaredcompany.com,ranitap@dsquaredcompany.com,mattl@dsquaredcompany.com,karnal@dsquaredcompany.com"
Trak LLC,"313 27TH Ave E Seattle, WA, 98112-4732 United States",(206) 550-8755,http://www.rovers-seattle.com/,
The Triple Door,"216 Union St Seattle, WA, 98101-2102 United States",(206) 838-4333,http://www.thetripledoor.net/,info@thetripledoor.net
Bedlington Corporation,"6423 Latona Ave NE Seattle, WA, 98115-6556 United States See other locations",(206) 525-2238,,
Eric Paul,"10002 Aurora Ave N Ste 18 Seattle, WA, 98133-9352 United States",(206) 517-4467,http://www.ihop.com/,
Sushi Kudasai II Inc,"1420 5TH Ave Seattle, WA, 98101-4087 United States",(206) 682-8000,http://www.sushikudasai.com/,info@sushikudasai.com
Seattle Four Star Inc,"15744 Aurora Ave N Seattle, WA, 98133-5922 United States",(206) 257-1580,http://www.seattlestar.net/,
Umi Sake House,"2230 1ST Ave Seattle, WA, 98121-1615 United States",(206) 374-8717,http://www.umisakehouse.com/,"8c4075d5481d476e945486754f783364@sentry.io,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com"
Kai Marination MA,"1660 Harbor Ave SW Seattle, WA, 98126-2028 United States",(206) 328-8226,http://www.marinationmobile.com/,"eat@marinationmobile.com,work@marinationmobile.com"
Fuel Coffee,"610 19TH Ave E Seattle, WA, 98112-4009 United States",(206) 634-2700,http://www.fuelcoffeeseattle.com/,"contact@adasbooks.com,13e49d785d8d4f828038b6136f3b48ba@sentry.io,info@fuelcoffeeseattle.com"
Assaggio Ristorante Inc,"2010 4TH Ave Seattle, WA, 98121-2415 United States",(206) 441-1399,http://www.assaggioseattle.com/,francesca@assaggioseattle.com
Parfait Ice Cream,"2034 NW 56TH St Seattle, WA, 98107-3425 United States",(206) 941-4679,http://www.parfait-icecream.com/,"8c4075d5481d476e945486754f783364@sentry.io,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,info@parfait-icecream.com"
Local Pho,"2230 3RD Ave Seattle, WA, 98121-2019 United States",(206) 441-5995,,
Annapurna Cafe,"1833 Broadway Seattle, WA, 98122-2415 United States",(206) 320-7770,http://www.annapurnacafe.com/,
Plaza Garibaldi Inc,"129 1ST Ave N Seattle, WA, 98109-4902 United States",(206) 397-4088,http://www.pgaribaldi.com/,"libier@pgaribaldi.com,mberson@seattletimes.com"
Cafe Presse,"1117 12TH Ave Seattle, WA, 98122-4415 United States",(206) 709-7674,http://www.cafepresseseattle.com/,
Paribar Inc,"1117 12TH Ave Seattle, WA, 98122-4415 United States",(206) 683-8063,,
Moore Hotel Inc,"1926ND Ave Seattle, WA, 98101 United States",(206) 467-5510,http://www.moorehotel.com/,reservations@moorehotel.com
La Santa Cocina and Gril,"2359 10TH Ave E Seattle, WA, 98102-4009 United States",(206) 709-2222,http://www.dlasanta.com/,
El Chupacabra,"6711 Greenwood Ave N Seattle, WA, 98103-5225 United States",(206) 706-4889,http://www.elchupacabraseattle.com/,"info@themepunch.com,rachel.chupacabra@gmail.com,kalsdurf09@gmail.com"
Lotus Golden Inc,"615 19TH Ave E Seattle, WA, 98112-4008 United States See other locations",(206) 329-1123,,
D&G Adventures Inc,"1425 31ST Ave S Seattle, WA, 98144-3909 United States",(206) 769-8143,,
Anania Enterprises Inc,"6100 Roosevelt Way NE Seattle, WA, 98115-6613 United States",(206) 527-9301,http://www.salvatoreristoranteitaliano.com/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
Norms Eatery & Alehouse,"460 N 36TH St Seattle, WA, 98103-8631 United States",(206) 547-1417,http://www.normseatery.com/,"NORMSEATERY206@GMAIL.COM,info@frontdoorfremont.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com"
Staple and Fancy Mercantile,"2622 NW Market St Ste A Seattle, WA, 98107-4106 United States",(206) 789-1200,http://www.ethanstowellrestaurants.com/,"240-8231sennen@esrseattle.com,422-3176hello@southcotedigital.com,hello@southcotedigital.com,sennen@ethanstowellrestaurants.com,sennen@esrseattle.com,events@ethanstowellrestaurants.com,info@ethanstowellrestuarants.com,info@ethanstowellrestaurants.com,rewardsclub@esrhospitality.com,events@esrhospitality.com,cafe@cortinaseattle.com"
"425 Queen Anne, LLC","425 Queen Anne Ave N Seattle, WA, 98109-4517 United States",(206) 428-4700,http://www.mediterranean-inn.com/,info@mediterranean-inn.com
Mama Motos Inc,"8501 5TH Ave NE Seattle, WA, 98115-2917 United States",(206) 517-5662,http://www.konakitchen.com/,aloha@konakitchen.com
Ten Sushi LLC,"500 Mercer St Unit C2 Seattle, WA, 98109-4654 United States",(206) 453-3881,http://www.tensushiseattle.com/,stakahashi@tensushiseattle.com
Kamonegi,"1054 N 39TH St Seattle, WA, 98103-7921 United States",(206) 632-0185,http://www.kamonegiseattle.com/,
Flo-Anna's Diner,"14707 Bothell Way NE Seattle, WA, 98155-7607 United States",(206) 367-5562,http://www.floannasdiner.com/,
Cns Little Red Hen Corp,"7115 Woodlawn Ave NE Seattle, WA, 98115-5434 United States",(206) 522-1168,http://www.littleredhen.com/,management@littleredhen.com
"Li'l Woody's, LLC","1211 Pine St Seattle, WA, 98101-1931 United States",(206) 650-0886,http://www.lilwoodys.com/,"8c4075d5481d476e945486754f783364@sentry.io,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com"
La Costa Restaurant,"206 SW 152ND St Seattle, WA, 98166-2308 United States",(206) 243-1797,http://la-costa-mexican-restaurant.square.site/,"hi@mystore.com,13e49d785d8d4f828038b6136f3b48ba@sentry.io"
Restaurant Revolution Technologies Inc,"1420 NE 65TH St APT 212 Seattle, WA, 98115-6755 United States",(602) 568-1319,http://www.rrtusa.com/,"john@doe.com,opsupport@rrtusa.com"
"Soi, LLC","1400 10TH Ave Seattle, WA, 98122-3805 United States",(206) 556-4853,http://capitolhill.soirestaurants.com/,Info.CapitolHill@SoiRestaurants.com
Mission,"2325 California Ave SW Seattle, WA, 98116-2402 United States",(206) 937-8220,http://www.missionbar.com/,
Mamnoon LLC,"1508 Melrose Ave Seattle, WA, 98122-3608 United States",(206) 788-5343,http://www.nadimama.com/,"joe.waine@gmail.com,albertodeagostini.dev@gmail.com"
Pam's Kitchen LLC,"1715 N 45TH St Seattle, WA, 98103-6801 United States",(206) 696-7010,http://www.pams-kitchen.com/,
Mioposto,"3601 S McClellan St Seattle, WA, 98144-5615 United States",(206) 760-3400,http://www.miopostopizza.com/,"robyn@miopostopizza.com,barbie@miopostopizza.com,jayme@miopostopizza.com,info@miopostopizza.com,andrew@miopostopizza.com,cheryl@miopostopizza.com"
Maya's Inc,"9447 Rainier Ave S Seattle, WA, 98118-5503 United States",(206) 725-5510,http://www.mayasfiestacatering.com/,catering@mayasrestaurant.com
Vgt LLC,"7136 Martin Luther King Jr Way S Ste 102 Seattle, WA, 98118-3526 United States",(206) 941-4486,,
Casco Antiguo,"115 Occidental Ave S Seattle, WA, 98104-2517 United States",(206) 538-0400,http://www.cascoantiguorestaurants.com/,info@cascoantiguorestaurants.com
"Bbd Operations Sequim, LLC","7303 21ST Ave NW Seattle, WA, 98117-5624 United States",(206) 498-8830,http://www.blackbeardiner.com/,"info@blackbeardiner.com,privacy@blackbeardiner.com"
Kabul Restaurant Inc,"2301 N 45TH St Seattle, WA, 98103-6905 United States",(206) 545-9000,http://www.kabulrestaurant.com/,
Virk Enterprises Inc.,"4542 California Ave SW Seattle, WA, 98116-4111 United States",(206) 387-1000,,
Javabean Espresso Inc,"6521 5TH Ave NE Seattle, WA, 98115-6418 United States See other locations",(206) 522-0860,,
Take 5 Inc,"6757 8TH Ave NW Seattle, WA, 98117-5130 United States",(206) 420-8104,http://www.take5urbanmarket.com/,
"Garagiste, Inc.","624 S Lander St Ste 30 Seattle, WA, 98134-2010 United States",(206) 264-1494,http://www.garagiste.com/,
Jwd4 Design LLC,"5307 Ballard Ave NW Seattle, WA, 98107-4061 United States",(206) 453-5014,,
Castellino Inc,"1904 Pike Pl Seattle, WA, 98101-1013 United States",(206) 448-4758,,
Wide Open Inc,"415 Cedar St Seattle, WA, 98121-1519 United States",(206) 448-9991,http://www.the5pointcafe.com/,"kchang@nytimes.com,info@the5pointcafe.com"
Redco,"1212 E Jefferson St Seattle, WA, 98122-5536 United States",(206) 323-9112,http://www.redcodevelopment.com/,"Freisecfreise@redcodevelopment.com,Freisejfreise@redcodevelopment.com,cfreise@redcodevelopment.com,jfreise@redcodevelopment.com"
Kaffeeklatsch LLC,"12513 Lake City Way NE APT H Seattle, WA, 98125-3464 United States",(206) 290-9229,http://www.kaffeeklatschseattle.com/,"Kaffeeklatschseattle@gmail.com,Jayden@kaffeeklatschseattle.com,Annette@kaffeeklatschseattle.com,Wholesale@kaffeeklatschseattle.com,kaffeeklatschseattle@gmail.com"
Sodo Poke & More LLC,"2412 1ST Ave S Seattle, WA, 98134-1422 United States",(206) 695-5900,http://www.sodopoke.com/,
Sirianni Youtz Spoonemore Hamburger,"3101 Western Ave Ste 350 Seattle, WA, 98121-3871 United States",(206) 223-0303,http://www.symslaw.com/,"rspoonemore@sylaw.com,ehamburger@sylaw.com,info@sylaw.com"
Roccos,"2312 2ND Ave Seattle, WA, 98121-1710 United States",(206) 448-2625,http://www.roccosseattle.com/,
Subway,"725 Pike St Seattle, WA, 98101-2361 United States",(206) 505-6498,http://www.subway.com/,
Taste,"1300 1ST Ave Seattle, WA, 98101-2003 United States",(206) 903-5291,,
Chutneys Bistro,"1815 N 45TH St Seattle, WA, 98103-6856 United States",(206) 634-1000,http://www.chutneysbistro.com/,
Ban Hua SAI,"9400 Roosevelt Way NE Seattle, WA, 98115-2851 United States",(206) 522-6001,http://www.banhuasai.com/,"impallari@gmail.com,hello@rfuenzalida.com,matt@pixelspread.com"
Bahn Thai Restaurant,"409 Roy St Seattle, WA, 98109-4215 United States See other locations",(206) 283-0444,http://www.bahnthaimenu.com/,
Hurry Curry of Tokyo,"825 Harrison St Seattle, WA, 98109-5125 United States",(443) 812-5767,http://www.hurrycurryoftokyo-seattle.com/,HurryCurryofTokyoSEA@gmail.com
"Gray & Associates, Inc","1425 31ST Ave S Seattle, WA, 98144-3909 United States",(206) 322-3677,http://www.thatsamoreseattle.com/,"thatsamoreseattle@icloud.com,info@thatsamoreseattle.com"
D and S Corporation,"2307 Eastlake Ave E Seattle, WA, 98102-3305 United States",(206) 329-6558,,
Leena's Cafe,"17732 15TH Ave NE Seattle, WA, 98155-3804 United States",(206) 364-4919,http://www.leenascafe.com/,info@leenascafe.com
La Isla Seattle,"2320 NW Market St Seattle, WA, 98107-4026 United States",(206) 789-0516,http://www.laislaseattle.com/,
Main Street Gyros LLC,"2519 15TH Ave S Seattle, WA, 98144-5022 United States",(206) 381-0998,,
"Coffee House Holdings, Inc.","2401 Utah Ave S Seattle, WA, 98134-1436 United States See other locations",(800) 927-9801,http://www.starbucks.com/,
Anne Queen Dental Group,"400 Boston St Seattle, WA, 98109-2199 United States",(206) 284-7812,http://www.queenannedentalgroup.net/,queenannedental1@msn.com
"Ristorante Italiano Mamma Melina, Inc.","5101 25TH Ave NE Ste 2 Seattle, WA, 98105-3225 United States",(206) 632-2271,http://www.mammamelina.com/,
Amko & Shogun Enterprises LLC,"1001 Fairview Ave N Ste 1800 Seattle, WA, 98109-4462 United States",(425) 679-9412,,
Hands LLC,"3820 S Ferdinand St Ste 101 Seattle, WA, 98118-1703 United States",(206) 604-0630,,
Linden Flats Lllp,"520 Pike St Ste 1010 Seattle, WA, 98101-4058 United States",(866) 625-0840,http://www.lindenflats.com/,live@lindenflats.com
Restaurant Fonda (la Catrina),"5905 Airport Way S Seattle, WA, 98108-2714 United States",(206) 767-2787,http://www.fondalacatrina.com/,manager@fondalacatrina.com
"Tres Albatross, LLC","2311 2ND Ave Seattle, WA, 98121-1709 United States",(206) 441-6044,,
Lassi Cafe LLC,"1727 26TH Ave E Seattle, WA, 98112-3013 United States",(206) 715-7250,http://www.lassiandspice.com/,"8c4075d5481d476e945486754f783364@sentry.io,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com"
Pecos Pit,"2260 1ST Ave S Seattle, WA, 98134-1408 United States",(206) 623-0629,http://www.pecospit.com/,"catering@pecospit.com,investing@pecospit.com,jobs@pecospit.com,donations@pecospit.com,foodtruck@pecospit.com,franchising@pecospit.com,accounting@pecospit.com,info@pecospit.com,Guestservices@Pecospit.com,Guestservices@pecospit.com"
That Brown Girl Cooks,"1670 S Roberto Maestas Festival St Unit 104 Seattle, WA, 98144-2758 United States",(206) 391-8140,http://www.thatbrowngirl.com/,"Goodday@communionseattle.com,Kristi@thatbrowngirlcooks.com,damon@thatbrowngirlcooks.com"
Ollila Group Inc,"554 NE 100TH St Seattle, WA, 98125-7414 United States",(425) 771-7950,http://www.olgip.com/,kryan@olgip.com
Firehouse Express LLC,"173 S Washington St Seattle, WA, 98104-2531 United States",(206) 228-5813,http://www.mccoysfirehouse.com/,
Andy Black Enterprises Inc,"10990 E Marginal Way S Tukwila, WA, 98168-1933 United States",(206) 762-2820,,
Omega Ouzeri LLC,"1529 14TH Ave Ste 1529 Seattle, WA, 98122-4023 United States",(206) 854-9162,http://www.omegaouzeri.com/,
Amon Enterprise Inc,"1501 Pike Pl Ste 501 Seattle, WA, 98101-1542 United States",(206) 623-5700,,
"DTF Prep Seattle, LLC","4025 1ST Ave S Seattle, WA, 98134-2339 United States",(206) 906-9970,,
Seattle Food and Spirits,"2325 California Ave SW Seattle, WA, 98116-2402 United States",(206) 937-8220,http://seattle.eater.com/,
An Nam LLC,"6510 Roosevelt Way NE Seattle, WA, 98115-6627 United States",(206) 446-2179,,
Chp LLC,"1501 Western Ave Ste 202 Seattle, WA, 98101-1564 United States",(206) 625-1146,,
DOT Yellow Cafe,"301 Westlake Ave N Seattle, WA, 98109-5219 United States",(206) 381-9200,http://www.yellowdotcafe.com/,
Lockspot Cafe Inc,"3005 NW Locks Pl Seattle, WA, 98107-3486 United States",(206) 789-4865,http://www.thelockspotcafe.com/,
Bella Luna LLC or The Ol,"8516 Greenwood Ave N Seattle, WA, 98103-3614 United States",(206) 310-5882,,
Rain City Burgers,"6501 Roosevelt Way NE Seattle, WA, 98115-6626 United States",(206) 525-3542,http://www.raincityburgers.com/,
Seafoods Inc,"1000 Alaskan Way Seattle, WA, 98104-1012 United States See other locations",(206) 587-6500,http://www.ivars.com/,"WebMail@KeepClam.com,acresbanquets@keepclam.com,webmail@keepclam.com,SHBanquets@keepclam.com,mukilteobanquets@keepclam.com"
"Polar Bear Enterprise, Inc.","2724 NE 55TH St Seattle, WA, 98105-5528 United States",(206) 352-6036,,
Catfish Corner Express LLC,"11805 Renton Ave S Seattle, WA, 98178-3713 United States",(206) 735-7084,http://www.catfish-corner.com/,
Kowloon Restaurant Inc,"322 N 105TH St Seattle, WA, 98133-8706 United States",(206) 789-0120,http://www.therickshaw.net/,
Wood Shop Bbq,"2513 S Jackson St Seattle, WA, 98144-2344 United States",(206) 485-7381,http://www.thewoodshopbbq.com/,"info@thewoodshopbbq.com,Info@thewoodshopbbq.com"
"Mondello, Inc.","2425 33RD Ave W Ste C Seattle, WA, 98199-3255 United States",(206) 352-8700,http://www.mondelloristorante.com/,"web-accessibility@popmenu.com,legal@popmenu.com,support@popmenu.com,giveaway@popmenu.com,ngiveaway@popmenu.com"
Ristorante Machiavelli,"1215 Pine St Seattle, WA, 98101-1931 United States",(206) 621-7941,http://www.ristorantemachiavelli.com/,
Dahlia Lounge Corp.,"2001 4TH Ave Seattle, WA, 98121-2414 United States",(206) 682-4142,http://www.tomdouglas.com/,"hr@tomdouglas.com,dahliabakery@tomdouglas.com,office@tomdouglas.com,20orders@tomdouglas.com,orders@tomdouglas.com,hotstove@tomdouglas.com,rubwithlove@tomdouglas.com,amyr@tomdouglas.co,hotstoveradio@tomdouglas.com,amyr@tomdouglas.com"
"Koi Seattle, Inc.","520 S Main St Ofc Seattle, WA, 98104-2737 United States",(206) 624-1201,http://www.fujisushiseattle.com/,"hungry@fujisushiseattle.com,HUNGRY@FUJISUSHISEATTLE.COM"
Jimmy's On First,"1046 1ST Ave S Seattle, WA, 98134-1206 United States",(206) 204-9700,http://www.jimmysonfirst.com/,jimmysonfirst@silvercloud.com
"Bakehouse, Inc.","1511 S Lucile St Seattle, WA, 98108-2366 United States",(206) 763-1237,,
Taste of India,"5517 Roosevelt Way NE Seattle, WA, 98105-3630 United States",(206) 528-1575,http://www.tasteofindiaseattle.com/,
"Varlamos Foods, Inc.","3617 NE 45TH St Seattle, WA, 98105-5642 United States",(206) 522-8515,http://www.varlamospizza.com/,
Ulis Famous Sausage LLC,"843 Rainier Ave S Seattle, WA, 98144-2837 United States",(206) 839-1000,http://www.ulisfamoussausage.com/,
Joule2 LLC,"3506 Stone Way N Seattle, WA, 98103-8924 United States",(206) 632-5685,,
Hypershow,"2601 NW Market St Seattle, WA, 98107-4140 United States",(206) 257-1863,http://www.portalvr.us/,info@portalvr.us
Satellite Lounge,"1122 E Pike St Seattle, WA, 98122-3916 United States",(206) 324-4019,http://www.satellitelounge.com/,sales@buydomains.com
Kau Kau Restaurant,"656 S King St Seattle, WA, 98104-2938 United States",(206) 682-4006,http://www.kaukaubbq.com/,
Subway Sandwiches,"327 NE Thornton Pl Seattle, WA, 98125-8020 United States",(206) 524-6802,http://www.subway.com/,
Jack's Fish Spot,"1514 Pike Pl Ste 2 Seattle, WA, 98101-1574 United States",(206) 467-0514,http://www.jacksfishspot.com/,info@jacksfishspot.com
Sun Garden Inc,"2040 Westlake Ave N Seattle, WA, 98109-2765 United States",(206) 286-1688,http://www.seattlechinaharbor.com/,info@beyondmenu.com
Odd Fellows Cafe,"1525 10TH Ave Seattle, WA, 98122-3806 United States",(206) 325-0807,http://www.oddfellowscafe.com/,"info@oddfellowscafe.com,adam@thederschanggroup.com"
Plum,"1419 12TH Ave Seattle, WA, 98122-3905 United States",(206) 838-5333,http://www.plumbistro.com/,catering@plumbistro.com
Neighborhood Grills Catering LLC,"7200 E Green Lake Dr N Seattle, WA, 98115-5302 United States",(206) 551-5968,http://www.neighborhoodgrills.com/,
North Star Diner,"8580 Greenwood Ave N Seattle, WA, 98103-3614 United States",(206) 457-5794,http://www.northstardiner.com/,
Kiribati Seafood Co LLC,"1420 5TH Ave Ste 4200 Seattle, WA, 98101-2375 United States",(206) 223-7000,,
Via Tribunali,"913 E Pike St Seattle, WA, 98122-3816 United States See other locations",(206) 322-9234,http://www.viatribunali.com/,
Snappy Dragon Inc,"8917 Roosevelt Way NE Seattle, WA, 98115-3029 United States",(206) 526-0325,http://www.snappydragon.com/,
I Tiert Inc,"1021 E Pike St Seattle, WA, 98122-3818 United States",(206) 324-9210,http://www.thewildrosebar.com/,info@thewildrosebar.com
Pizza Vita Pdx LLC,"1005 E Pike St Seattle, WA, 98122-3818 United States",(206) 709-4440,,
Amlag & Quibuyen LLC,"504 5TH Ave S Ste 107A Seattle, WA, 98104-3707 United States",(206) 349-0900,,
Taradise Cafe,"9808 16TH Ave SW Seattle, WA, 98106-2829 United States",(206) 402-4260,,
